,overall,reviewTime,reviewText
397809,-1.0,2005,"Okay, so I think the low price on these is because they aren't exactly ""long"" sleeved. They aren't even 3/4 length - they're 1/2 length!  These go only up to my baby's elbows!!  He's 7 months old and is wearing the 6-9 month size (medium), my baby's in the 50th percentile growth-wise so it's clearly the shirts, and not his arms!

I also bought their ""long"" sleeved onsies and same problem."
397810,1.0,2006,"These ropes, are great for practice. I bought some for my son, they're cheap, and great for his practice lasser classes."
397875,1.0,2006,"I had been searching for a cell phone organizer for quite some time. I wanted one that I could tuck my driver's license, check card, cash, etc into as well as one that would securely hold my phone. This one really does the trick. It is small enough to grab and go, but big enough to accomodate other items besides the phone. It has three versatile carrying options; a short strap that can be attached to a larger bag or purse, a longer strap that can be slung across the shoulder, and a belt clip with a snap closure. It is made of durable nylon that is sturdy yet stylish. It costs a little bit more than I had wanted to spend, but, in the end, I decided it was well worth the money."
397880,0.0,2005,I ordered the Only. Bagg Tote to use as a carry on for a European trip.  While it is sturdy and extremely attractive the interior zip compartment is the only usable section of the bag.  The side compartments close with magnetic fasteners which hold only so long as the compartments are empty.  I found the center compartment usable only when it was stuffed to the hilt.  The soft sided Baggallini Only. Bagg Tote just doesn't lend itself to being a carry on.  I much prefer my older bag in a pouch Baggallini's.
397891,1.0,2006,"This was the ""man-liest"" claddagh ring I could find for my guy. I got it today within 4 days of ordering it. It looks really nice, came ahead of time, and comes in a great leather ring box. And it is quite affordable. Only complaint is the note that I wanted to come with it is cut-up computer paper taped to a card. :/ But for the most part, it is great. Just hope it fits! :)"
397892,1.0,2006,"I was very happy with the product because it arrived looking just like the picture online. Also, it arrived in the time I needed it."
397893,1.0,2006,"This ring was beautifully made with great attention to detail. The design was masculine, yet included all of the symbols of the Claddagh. Most bands I found did not include the crown. It came in a nice leather ring box too!"
397895,-1.0,2006,"I based my decision to buy on the only review available. The female purchaser described this pendant as being masculine, and suitable for her husband. I'm a six-foot, two-inch heavyweight, and found the pendant too small for my large frame. The short, delicate chain did not even come close to reaching around my 21-inch neck. IMHO, it's more suited to a woman. Instead of returning it, I gave the pendant to my wife. It looks very nice on her slender frame, and she really likes it. (PS - the reverse side is smooth, showing only sand-like casting marks, and the number ""925"")"
397896,1.0,2006,"I got this celtic cross for my husband for our second anniversary.  It is larger and more ""masculine"" looking than most offered for sale.  The quality and weight are very attractive, especially for a guy.  The scrollwork is very detailed.  Recommended if you are looking for something unusual."
397941,1.0,2006,"These are the only jeans that fit my figure and I love the long length, too! I've tried every single brand of mid-priced jeans and I was so happy when they fit. Unlike most jeans that I've tried on, these don't gape too much in the back. The sizes run big so try on a size or two smaller than you normally wear. I would say these jeans are good for women who: A) are tall, B) have an above-average hip-waist ratio, C) have a booty, and D) like stretch and comfort."
397944,0.0,2006,"I had ordered this and the other related spoons with the expectation that they were tableware, but they are not. They are in fact very tiny (about two inches in length), they are not even large enough for children, but would be more useful as a conversation piece or as a craft embellishment."
397982,1.0,2005,as a watch collector i always try to keep my eye out on whats new this is a afforadable item that offers high quality the case is well made of course you can spend hundreds of dollars  for what you might think may be better but don't be fooled its not necessary to spend big money this item has  class and offers a lot christian john nielsen . now i need to update this review 12/2006 . if you are looking at this you must like watches . so i will share where i just got my first and probably only president rolex . only buy from an authorized rolex person . i used kravitz jewelers in oceanside ny . 18 karat solid president and quite a bargin . do not buy from the internet . also kravitz jewelers also has preowned rolex in mint condition . its worth the phone call . christian j nielsen
